query_id;dop;execution_time;estimate_exec_time;query_used_mem;operator_mem;process_used_mem;estimate_work_mem;cstore_buffers;instance_mem;max_dynamic_memory;dynamic_startup_memory;init_used_memory;dynamic_peak_memory;other_memory;io_time;cpu_time;total_costs;operator_num;table_names;query_string;
68;2;2772.36;2055;221184;97867;3003392;1048576;5334016;33554432;23449600;640000;662528;861184;0;0;0;6.65829e+06;28;date_dim,household_demographics,store,store_sales,customer_address,customer;select  c_last_name        ,c_first_name        ,ca_city        ,bought_city        ,ss_ticket_number        ,extended_price        ,extended_tax        ,list_price  from (select ss_ticket_number              ,ss_customer_sk              ,ca_city bought_city              ,sum(ss_ext_sales_price) extended_price               ,sum(ss_ext_list_price) list_price              ,sum(ss_ext_tax) extended_tax         from store_sales            ,date_dim            ,store            ,household_demographics            ,customer_address         where store_sales.ss_sold_date_sk = date_dim.d_date_sk          and store_sales.ss_store_sk = store.s_store_sk           and store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk         and store_sales.ss_addr_sk = customer_address.ca_address_sk         and date_dim.d_dom between 1 and 2          and (household_demographics.hd_dep_count = 6 or              household_demographics.hd_vehicle_count= 1)         and date_dim.d_year in (1998,1998+1,1998+2)         and store.s_city in ('Midway','Pleasant Hill')        group by ss_ticket_number                ,ss_customer_sk                ,ss_addr_sk,ca_city) dn       ,customer       ,customer_address current_addr  where ss_customer_sk = c_customer_sk    and customer.c_current_addr_sk = current_addr.ca_address_sk    and current_addr.ca_city <> bought_city  order by c_last_name          ,ss_ticket_number  limit 100;
69;2;901.957;2919;266240;48397;1295360;1048576;5334016;33554432;23449600;641024;819200;907264;0;0;0;1.09805e+07;38;web_sales,date_dim,store_sales,customer_demographics,customer_address,catalog_sales,customer;select     cd_gender,   cd_marital_status,   cd_education_status,   count(*) cnt1,   cd_purchase_estimate,   count(*) cnt2,   cd_credit_rating,   count(*) cnt3  from   customer c,customer_address ca,customer_demographics  where   c.c_current_addr_sk = ca.ca_address_sk and   ca_state in ('IN','ND','PA') and   cd_demo_sk = c.c_current_cdemo_sk and    exists (select *           from store_sales,date_dim           where c.c_customer_sk = ss_customer_sk and                 ss_sold_date_sk = d_date_sk and                 d_year = 1999 and                 d_moy between 2 and 2+2) and    (not exists (select *             from web_sales,date_dim             where c.c_customer_sk = ws_bill_customer_sk and                   ws_sold_date_sk = d_date_sk and                   d_year = 1999 and                   d_moy between 2 and 2+2) and     not exists (select *              from catalog_sales,date_dim             where c.c_customer_sk = cs_ship_customer_sk and                   cs_sold_date_sk = d_date_sk and                   d_year = 1999 and                   d_moy between 2 and 2+2))  group by cd_gender,           cd_marital_status,           cd_education_status,           cd_purchase_estimate,           cd_credit_rating  order by cd_gender,           cd_marital_status,           cd_education_status,           cd_purchase_estimate,           cd_credit_rating  limit 100;
70;2;9893.49;3771;1411072;1205677;1192960;1048576;5334016;33554432;23449600;640000;694272;2051072;0;0;0;1.52595e+07;34;date_dim,store,store_sales;select       sum(ss_net_profit) as total_sum    ,s_state    ,s_county    ,grouping(s_state)+grouping(s_county) as lochierarchy    ,rank() over (   partition by grouping(s_state)+grouping(s_county),   case when grouping(s_county) = 0 then s_state end    order by sum(ss_net_profit) desc) as rank_within_parent  from     store_sales    ,date_dim       d1    ,store  where     d1.d_month_seq between 1191 and 1191+11  and d1.d_date_sk = ss_sold_date_sk  and s_store_sk  = ss_store_sk  and s_state in              ( select s_state                from  (select s_state as s_state,         rank() over ( partition by s_state order by sum(ss_net_profit) desc) as ranking                       from   store_sales, store, date_dim                       where  d_month_seq between 1191 and 1191+11         and d_date_sk = ss_sold_date_sk         and s_store_sk  = ss_store_sk                       group by s_state                      ) tmp1                 where ranking <= 5              )  group by rollup(s_state,s_county)  order by    lochierarchy desc   ,case when lochierarchy = 0 then s_state end   ,rank_within_parent  limit 100;
71;2;2030.84;4338;164864;43484;2151424;1048576;5334016;33554432;23449600;640000;672768;804864;0;0;0;9.85673e+06;28;store_sales,catalog_sales,date_dim,time_dim,web_sales,item;select i_brand_id brand_id, i_brand brand,t_hour,t_minute,   sum(ext_price) ext_price  from item, (select ws_ext_sales_price as ext_price,                          ws_sold_date_sk as sold_date_sk,                         ws_item_sk as sold_item_sk,                         ws_sold_time_sk as time_sk                    from web_sales,date_dim                  where d_date_sk = ws_sold_date_sk                    and d_moy=12                    and d_year=2002                  union all                  select cs_ext_sales_price as ext_price,                         cs_sold_date_sk as sold_date_sk,                         cs_item_sk as sold_item_sk,                         cs_sold_time_sk as time_sk                  from catalog_sales,date_dim                  where d_date_sk = cs_sold_date_sk                    and d_moy=12                    and d_year=2002                  union all                  select ss_ext_sales_price as ext_price,                         ss_sold_date_sk as sold_date_sk,                         ss_item_sk as sold_item_sk,                         ss_sold_time_sk as time_sk                  from store_sales,date_dim                  where d_date_sk = ss_sold_date_sk                    and d_moy=12                    and d_year=2002                  ) tmp,time_dim  where    sold_item_sk = i_item_sk    and i_manager_id=1    and time_sk = t_time_sk    and (t_meal_time = 'breakfast' or t_meal_time = 'dinner')  group by i_brand, i_brand_id,t_hour,t_minute  order by ext_price desc, i_brand_id  ;
72;2;15792;10;566272;325034;3265536;1048576;5334016;33554432;23449600;640000;714752;1206272;0;0;0;5.03217e+07;42;catalog_returns,promotion,date_dim,household_demographics,item,warehouse,customer_demographics,inventory,catalog_sales;select  i_item_desc       ,w_warehouse_name       ,d1.d_week_seq       ,sum(case when p_promo_sk is null then 1 else 0 end) no_promo       ,sum(case when p_promo_sk is not null then 1 else 0 end) promo       ,count(*) total_cnt from catalog_sales join inventory on (cs_item_sk = inv_item_sk) join warehouse on (w_warehouse_sk=inv_warehouse_sk) join item on (i_item_sk = cs_item_sk) join customer_demographics on (cs_bill_cdemo_sk = cd_demo_sk) join household_demographics on (cs_bill_hdemo_sk = hd_demo_sk) join date_dim d1 on (cs_sold_date_sk = d1.d_date_sk) join date_dim d2 on (inv_date_sk = d2.d_date_sk) join date_dim d3 on (cs_ship_date_sk = d3.d_date_sk) left outer join promotion on (cs_promo_sk=p_promo_sk) left outer join catalog_returns on (cr_item_sk = cs_item_sk and cr_order_number = cs_order_number) where d1.d_week_seq = d2.d_week_seq   and inv_quantity_on_hand < cs_quantity    and d3.d_date > d1.d_date + 5   and hd_buy_potential = '501-1000'   and d1.d_year = 2002   and cd_marital_status = 'M' group by i_item_desc,w_warehouse_name,d1.d_week_seq order by total_cnt desc, i_item_desc, w_warehouse_name, d_week_seq limit 100;
73;2;1079.59;1999;121856;47386;1258496;1048576;5334016;33554432;23449600;640000;654336;761856;0;0;0;4.65052e+06;18;date_dim,household_demographics,store,store_sales,customer;select c_last_name        ,c_first_name        ,c_salutation        ,c_preferred_cust_flag         ,ss_ticket_number        ,cnt from    (select ss_ticket_number           ,ss_customer_sk           ,count(*) cnt     from store_sales,date_dim,store,household_demographics     where store_sales.ss_sold_date_sk = date_dim.d_date_sk     and store_sales.ss_store_sk = store.s_store_sk       and store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk     and date_dim.d_dom between 1 and 2      and (household_demographics.hd_buy_potential = '1001-5000' or          household_demographics.hd_buy_potential = 'Unknown')     and household_demographics.hd_vehicle_count > 0     and case when household_demographics.hd_vehicle_count > 0 then               household_demographics.hd_dep_count/ household_demographics.hd_vehicle_count else null end > 1     and date_dim.d_year in (1999,1999+1,1999+2)     and store.s_county in ('Walker County','Williamson County','Ziebach County','Williamson County')     group by ss_ticket_number,ss_customer_sk) dj,customer     where ss_customer_sk = c_customer_sk       and cnt between 1 and 5     order by cnt desc, c_last_name asc;
74;2;2428.68;1901;686080;664670;1736704;1048576;5334016;33554432;23449600;641024;838656;1327104;0;0;0;3.2755e+07;61;web_sales,date_dim,store_sales,customer;with year_total as (  select c_customer_id customer_id        ,c_first_name customer_first_name        ,c_last_name customer_last_name        ,d_year as year        ,sum(ss_net_paid) year_total        ,'s' sale_type  from customer      ,store_sales      ,date_dim  where c_customer_sk = ss_customer_sk    and ss_sold_date_sk = d_date_sk    and d_year in (1998,1998+1)  group by c_customer_id          ,c_first_name          ,c_last_name          ,d_year  union all  select c_customer_id customer_id        ,c_first_name customer_first_name        ,c_last_name customer_last_name        ,d_year as year        ,sum(ws_net_paid) year_total        ,'w' sale_type  from customer      ,web_sales      ,date_dim  where c_customer_sk = ws_bill_customer_sk    and ws_sold_date_sk = d_date_sk    and d_year in (1998,1998+1)  group by c_customer_id          ,c_first_name          ,c_last_name          ,d_year          )   select          t_s_secyear.customer_id, t_s_secyear.customer_first_name, t_s_secyear.customer_last_name  from year_total t_s_firstyear      ,year_total t_s_secyear      ,year_total t_w_firstyear      ,year_total t_w_secyear  where t_s_secyear.customer_id = t_s_firstyear.customer_id          and t_s_firstyear.customer_id = t_w_secyear.customer_id          and t_s_firstyear.customer_id = t_w_firstyear.customer_id          and t_s_firstyear.sale_type = 's'          and t_w_firstyear.sale_type = 'w'          and t_s_secyear.sale_type = 's'          and t_w_secyear.sale_type = 'w'          and t_s_firstyear.year = 1998          and t_s_secyear.year = 1998+1          and t_w_firstyear.year = 1998          and t_w_secyear.year = 1998+1          and t_s_firstyear.year_total > 0          and t_w_firstyear.year_total > 0          and case when t_w_firstyear.year_total > 0 then t_w_secyear.year_total / t_w_firstyear.year_total else null end            > case when t_s_firstyear.year_total > 0 then t_s_secyear.year_total / t_s_firstyear.year_total else null end  order by 2,1,3 limit 100;
75;2;3876.8;1391;1701888;1173471;2498560;1048576;5334016;33554432;23449600;641024;1225728;2342912;0;0;0;3.70169e+07;86;store_sales,store_returns,catalog_returns,date_dim,web_returns,web_sales,item,catalog_sales;WITH all_sales AS (  SELECT d_year        ,i_brand_id        ,i_class_id        ,i_category_id        ,i_manufact_id        ,SUM(sales_cnt) AS sales_cnt        ,SUM(sales_amt) AS sales_amt  FROM (SELECT d_year              ,i_brand_id              ,i_class_id              ,i_category_id              ,i_manufact_id              ,cs_quantity - COALESCE(cr_return_quantity,0) AS sales_cnt              ,cs_ext_sales_price - COALESCE(cr_return_amount,0.0) AS sales_amt        FROM catalog_sales JOIN item ON i_item_sk=cs_item_sk                           JOIN date_dim ON d_date_sk=cs_sold_date_sk                           LEFT JOIN catalog_returns ON (cs_order_number=cr_order_number                                                      AND cs_item_sk=cr_item_sk)        WHERE i_category='Shoes'        UNION        SELECT d_year              ,i_brand_id              ,i_class_id              ,i_category_id              ,i_manufact_id              ,ss_quantity - COALESCE(sr_return_quantity,0) AS sales_cnt              ,ss_ext_sales_price - COALESCE(sr_return_amt,0.0) AS sales_amt        FROM store_sales JOIN item ON i_item_sk=ss_item_sk                         JOIN date_dim ON d_date_sk=ss_sold_date_sk                         LEFT JOIN store_returns ON (ss_ticket_number=sr_ticket_number                                                  AND ss_item_sk=sr_item_sk)        WHERE i_category='Shoes'        UNION        SELECT d_year              ,i_brand_id              ,i_class_id              ,i_category_id              ,i_manufact_id              ,ws_quantity - COALESCE(wr_return_quantity,0) AS sales_cnt              ,ws_ext_sales_price - COALESCE(wr_return_amt,0.0) AS sales_amt        FROM web_sales JOIN item ON i_item_sk=ws_item_sk                       JOIN date_dim ON d_date_sk=ws_sold_date_sk                       LEFT JOIN web_returns ON (ws_order_number=wr_order_number                                              AND ws_item_sk=wr_item_sk)        WHERE i_category='Shoes') sales_detail  GROUP BY d_year, i_brand_id, i_class_id, i_category_id, i_manufact_id)  SELECT  prev_yr.d_year AS prev_year                           ,curr_yr.d_year AS year                           ,curr_yr.i_brand_id                           ,curr_yr.i_class_id                           ,curr_yr.i_category_id                           ,curr_yr.i_manufact_id                           ,prev_yr.sales_cnt AS prev_yr_cnt                           ,curr_yr.sales_cnt AS curr_yr_cnt                           ,curr_yr.sales_cnt-prev_yr.sales_cnt AS sales_cnt_diff                           ,curr_yr.sales_amt-prev_yr.sales_amt AS sales_amt_diff  FROM all_sales curr_yr, all_sales prev_yr  WHERE curr_yr.i_brand_id=prev_yr.i_brand_id    AND curr_yr.i_class_id=prev_yr.i_class_id    AND curr_yr.i_category_id=prev_yr.i_category_id    AND curr_yr.i_manufact_id=prev_yr.i_manufact_id    AND curr_yr.d_year=2000    AND prev_yr.d_year=2000-1    AND CAST(curr_yr.sales_cnt AS DECIMAL(17,2))/CAST(prev_yr.sales_cnt AS DECIMAL(17,2))<0.9  ORDER BY sales_cnt_diff,sales_amt_diff  limit 100;
76;2;2158.5;24;149504;32353;2073600;1048576;5334016;33554432;23449600;640000;664576;789504;0;0;0;7.38816e+06;27;catalog_sales,date_dim,web_sales,item,store_sales;select  channel, col_name, d_year, d_qoy, i_category, COUNT(*) sales_cnt, SUM(ext_sales_price) sales_amt FROM (         SELECT 'store' as channel, 'ss_addr_sk' col_name, d_year, d_qoy, i_category, ss_ext_sales_price ext_sales_price          FROM store_sales, item, date_dim          WHERE ss_addr_sk IS NULL            AND ss_sold_date_sk=d_date_sk            AND ss_item_sk=i_item_sk         UNION ALL         SELECT 'web' as channel, 'ws_web_page_sk' col_name, d_year, d_qoy, i_category, ws_ext_sales_price ext_sales_price          FROM web_sales, item, date_dim          WHERE ws_web_page_sk IS NULL            AND ws_sold_date_sk=d_date_sk            AND ws_item_sk=i_item_sk         UNION ALL         SELECT 'catalog' as channel, 'cs_ship_mode_sk' col_name, d_year, d_qoy, i_category, cs_ext_sales_price ext_sales_price          FROM catalog_sales, item, date_dim          WHERE cs_ship_mode_sk IS NULL            AND cs_sold_date_sk=d_date_sk            AND cs_item_sk=i_item_sk) foo GROUP BY channel, col_name, d_year, d_qoy, i_category ORDER BY channel, col_name, d_year, d_qoy, i_category limit 100;
77;2;4937.84;7707;32768;22426;3008512;1048576;5334016;33554432;23449600;640000;663552;672768;0;0;0;8.57819e+06;55;web_returns,web_sales,catalog_sales,web_page,catalog_returns,store_returns,date_dim,store,store_sales;with ss as  (select s_store_sk,          sum(ss_ext_sales_price) as sales,          sum(ss_net_profit) as profit  from store_sales,       date_dim,       store  where ss_sold_date_sk = d_date_sk        and d_date between cast('2002-08-18' as date)                    and (cast('2002-08-18' as date) +  30 )         and ss_store_sk = s_store_sk  group by s_store_sk)  ,  sr as  (select s_store_sk,          sum(sr_return_amt) as returns,          sum(sr_net_loss) as profit_loss  from store_returns,       date_dim,       store  where sr_returned_date_sk = d_date_sk        and d_date between cast('2002-08-18' as date)                   and (cast('2002-08-18' as date) +  30 )        and sr_store_sk = s_store_sk  group by s_store_sk),   cs as  (select cs_call_center_sk,         sum(cs_ext_sales_price) as sales,         sum(cs_net_profit) as profit  from catalog_sales,       date_dim  where cs_sold_date_sk = d_date_sk        and d_date between cast('2002-08-18' as date)                   and (cast('2002-08-18' as date) +  30 )  group by cs_call_center_sk   ),   cr as  (select cr_call_center_sk,          sum(cr_return_amount) as returns,          sum(cr_net_loss) as profit_loss  from catalog_returns,       date_dim  where cr_returned_date_sk = d_date_sk        and d_date between cast('2002-08-18' as date)                   and (cast('2002-08-18' as date) +  30 )  group by cr_call_center_sk  ),   ws as  ( select wp_web_page_sk,         sum(ws_ext_sales_price) as sales,         sum(ws_net_profit) as profit  from web_sales,       date_dim,       web_page  where ws_sold_date_sk = d_date_sk        and d_date between cast('2002-08-18' as date)                   and (cast('2002-08-18' as date) +  30 )        and ws_web_page_sk = wp_web_page_sk  group by wp_web_page_sk),   wr as  (select wp_web_page_sk,         sum(wr_return_amt) as returns,         sum(wr_net_loss) as profit_loss  from web_returns,       date_dim,       web_page  where wr_returned_date_sk = d_date_sk        and d_date between cast('2002-08-18' as date)                   and (cast('2002-08-18' as date) +  30 )        and wr_web_page_sk = wp_web_page_sk  group by wp_web_page_sk)   select  channel         , id         , sum(sales) as sales         , sum(returns) as returns         , sum(profit) as profit  from   (select 'store channel' as channel         , ss.s_store_sk as id         , sales         , coalesce(returns, 0) as returns         , (profit - coalesce(profit_loss,0)) as profit  from   ss left join sr         on  ss.s_store_sk = sr.s_store_sk  union all  select 'catalog channel' as channel         , cs_call_center_sk as id         , sales         , returns         , (profit - profit_loss) as profit  from  cs        , cr  union all  select 'web channel' as channel         , ws.wp_web_page_sk as id         , sales         , coalesce(returns, 0) as returns         , (profit - coalesce(profit_loss,0)) as profit  from   ws left join wr         on  ws.wp_web_page_sk = wr.wp_web_page_sk  ) x  group by rollup (channel, id)  order by channel          ,id  limit 100;
